,name,uri,popularity,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
640,The Balkan Hills (bonus),spotify:track:399YhToHMm2LPHwz0ck2Y6,0,2015-04-28,0.332,0.486,2,-9.794,1,0.0619,0.716,0.0359,0.327,0.9,144.192,399YhToHMm2LPHwz0ck2Y6,243540,4
641,Wish You Were Here,spotify:track:6mFkJmJqdDVQ1REhVfGgd1,78,1975-09-12,0.481,0.262,7,-15.73,1,0.0414,0.735,0.0114,0.832,0.375,122.861,6mFkJmJqdDVQ1REhVfGgd1,334744,4
642,Let It Be - Remastered 2015,spotify:track:4qsVPnhbvEooD1bSNqvvh0,63,2000-11-13,0.445,0.436,0,-8.536,1,0.0332,0.58,2.63e-05,0.112,0.483,139.848,4qsVPnhbvEooD1bSNqvvh0,230440,4
643,Love Me Do - Mono / Remastered,spotify:track:4aX3n1Pn6jiCbvqBL8eqyP,57,2000-11-13,0.524,0.88,0,-3.865,1,0.0987,0.404,0.000191,0.154,0.758,148.058,4aX3n1Pn6jiCbvqBL8eqyP,140173,4
644,A Hard Day's Night - Remastered 2015,spotify:track:1pctwlBtIcKIjQMzsVcGHB,57,2000-11-13,0.546,0.818,0,-4.89,1,0.031,0.0487,0.0,0.0983,0.756,138.561,1pctwlBtIcKIjQMzsVcGHB,152920,4
645,Semente,spotify:track:7xlbpkfyn00fGVuSgnbdux,0,2016-04-29,0.575,0.653,7,-7.653,0,0.0593,0.131,0.0504,0.332,0.371,109.967,7xlbpkfyn00fGVuSgnbdux,431733,4
646,Jambone,spotify:track:3N8k1RTxf2iKRrN0fdGsjX,0,2014-02-25,0.398,0.926,11,-9.167,0,0.0891,0.0937,0.876,0.737,0.797,147.984,3N8k1RTxf2iKRrN0fdGsjX,307440,4
647,Shofukan,spotify:track:5v0Q1mWIWd5XYtto97VUZy,0,2014-02-25,0.309,0.739,4,-9.314,0,0.0864,0.062,0.771,0.702,0.212,83.499,5v0Q1mWIWd5XYtto97VUZy,393063,4
648,What About Me?,spotify:track:4YpXSKVrp8jhI7EAPV1xpF,0,2014-02-25,0.393,0.912,11,-8.285,0,0.117,0.0278,0.872,0.906,0.537,129.86,4YpXSKVrp8jhI7EAPV1xpF,403365,4
649,Binky,spotify:track:1W8juDn84xTV1tk53zXPcm,0,2012-03-12,0.534,0.639,6,-8.948,0,0.0543,0.0219,0.51,0.691,0.36,128.614,1W8juDn84xTV1tk53zXPcm,578107,3
650,Piano Man,spotify:track:3FCto7hnn1shUyZL42YgfO,67,2001-10-02,0.334,0.472,0,-8.791,1,0.0277,0.6,3.62e-06,0.317,0.431,179.173,3FCto7hnn1shUyZL42YgfO,336093,3
651,We Didn't Start the Fire,spotify:track:38bDGWuyYdSdNfrFfbCiVS,57,2001-10-02,0.711,0.967,7,-5.204,1,0.0474,0.0849,0.0,0.245,0.892,145.02,38bDGWuyYdSdNfrFfbCiVS,288400,4
652,Switch In Time,spotify:track:4McM3GKoC9kVrVJ31en0d5,28,1998-01-01,0.431,0.498,0,-9.032,0,0.0358,0.546,0.159,0.5,0.918,176.195,4McM3GKoC9kVrVJ31en0d5,238667,4
653,Little Brow Jug,spotify:track:2xwRLkV5oc1XJkEnmOJFwg,1,1990,0.541,0.366,1,-13.897,1,0.242,0.626,0.4,0.0728,0.598,179.807,2xwRLkV5oc1XJkEnmOJFwg,180240,4
654,The American Patrol,spotify:track:2qYID7NoGxvUc9Q9wnVA5m,0,1990,0.698,0.278,10,-15.838,1,0.283,0.66,0.034,0.129,0.647,99.831,2qYID7NoGxvUc9Q9wnVA5m,183933,4
655,Song of the Volga Boatman,spotify:track:6ZCte6nvdAx0EqPWa4wexD,1,1990,0.656,0.287,6,-16.898,0,0.125,0.668,0.64,0.123,0.657,139.109,6ZCte6nvdAx0EqPWa4wexD,186160,4
656,In the Mood,spotify:track:1xsY8IFXUrxeet1Fcmk4oC,53,1939,0.624,0.304,8,-14.496,1,0.0822,0.929,0.173,0.0693,0.874,80.582,1xsY8IFXUrxeet1Fcmk4oC,216747,4
657,Cotton Tail,spotify:track:6bajdlezalKY3BsnwlGNc7,22,2007-09-04,0.651,0.755,5,-8.347,1,0.0775,0.858,0.897,0.0884,0.707,119.702,6bajdlezalKY3BsnwlGNc7,189267,4
658,Crazy Race,spotify:track:4XyKqXYeL0FBPFbDrXLvJZ,51,2006-01-01,0.781,0.393,10,-12.197,0,0.149,0.364,8.44e-06,0.107,0.733,101.07,4XyKqXYeL0FBPFbDrXLvJZ,143280,4
659,Only So Much Oil In the Ground,spotify:track:50KIVRclK9unr5yL0NrJY0,0,2011-02-22,0.478,0.974,7,-3.565,1,0.192,0.014,0.0,0.71,0.581,126.111,50KIVRclK9unr5yL0NrJY0,228133,4
660,Diggin' On James Brown,spotify:track:0tIUC7pNotlR2fxrpNcEMb,33,2002,0.933,0.641,7,-6.245,0,0.0441,0.015,8.01e-05,0.197,0.886,122.88,0tIUC7pNotlR2fxrpNcEMb,278200,4
661,What Is Hip?,spotify:track:66TSoVnJ1P9Tyok03zUlTr,54,1973-05-01,0.666,0.733,9,-5.884,1,0.0563,0.138,0.000349,0.0892,0.597,101.858,66TSoVnJ1P9Tyok03zUlTr,304733,4
662,Blues for Ilean - Live,spotify:track:0nNOW3xZdJhLFpezRcN4dw,7,1998,0.614,0.4,7,-12.41,0,0.203,0.233,0.00145,0.97,0.575,126.503,0nNOW3xZdJhLFpezRcN4dw,362973,4
663,This Could Be the Start of Something Big - Live,spotify:track:1mPRHGkxTrLjJLecrvbHO1,6,1998,0.513,0.822,7,-9.616,1,0.455,0.455,0.0463,0.736,0.574,136.633,1mPRHGkxTrLjJLecrvbHO1,189933,4
664,I Can't Stop Loving You - Live,spotify:track:5TGTawoAEgQPgPDTlpwPed,15,1998,0.488,0.64,5,-9.183,1,0.0836,0.497,0.057,0.974,0.567,107.028,5TGTawoAEgQPgPDTlpwPed,221293,4
665,Watermelon Man,spotify:track:5rmcFRG9Lp6KK92CMQWxfD,38,1994-01-01,0.595,0.57,0,-8.8,0,0.0264,0.579,0.0001,0.0907,0.646,129.083,5rmcFRG9Lp6KK92CMQWxfD,431907,4
666,Cantaloupe Island,spotify:track:1tckg6GRaTodmxnDd4Cxkl,44,1994-01-01,0.485,0.551,0,-11.115,0,0.0283,0.39,0.0,0.0814,0.452,116.162,1tckg6GRaTodmxnDd4Cxkl,330093,4
667,Song For My Father,spotify:track:1CDBaGlisZlOJzvx88lL8A,55,1999-01-01,0.742,0.671,5,-8.142,0,0.0407,0.794,0.00441,0.122,0.591,127.359,1CDBaGlisZlOJzvx88lL8A,438280,4
668,Tenor Madness - Rudy Van Gelder Remaster,spotify:track:2YsHBBhEtlpe1dy3IHUI1o,4,2012-01-01,0.421,0.478,3,-9.281,1,0.0484,0.87,0.00616,0.15,0.623,174.913,2YsHBBhEtlpe1dy3IHUI1o,737667,4
669,Blues For Smedley,spotify:track:0FSyDia14gTWXDZYcYeHaR,13,1964-01-01,0.642,0.408,1,-8.311,1,0.0393,0.699,0.00277,0.0767,0.577,138.079,0FSyDia14gTWXDZYcYeHaR,414240,4
670,Brotherhood Of Man,spotify:track:2vAldccB7bRPaHdYG7Oohk,34,1964-01-01,0.548,0.353,3,-7.797,1,0.0292,0.614,0.00152,0.0515,0.776,92.305,2vAldccB7bRPaHdYG7Oohk,214947,4
671,When Lights Are Low,spotify:track:4cBRw98NhRWxOzlSv5NmFD,1,2005,0.639,0.256,5,-8.65,1,0.0576,0.94,0.00534,0.17,0.508,123.55,4cBRw98NhRWxOzlSv5NmFD,206240,4
672,"Freddie Freeloader (feat. John Coltrane, Cannonball Adderley, Wynton Kelly & Paul Chambers)",spotify:track:2x91iJc0UkFcjRMEZ2CoWB,53,1959-08-17,0.639,0.186,8,-15.831,1,0.0347,0.704,0.00104,0.118,0.498,128.375,2x91iJc0UkFcjRMEZ2CoWB,586400,4
673,"So What (feat. John Coltrane, Cannonball Adderley & Bill Evans)",spotify:track:4vLYewWIvqHfKtJDk8c8tq,62,1959-08-17,0.532,0.151,0,-17.266,1,0.0376,0.706,0.00136,0.116,0.211,136.759,4vLYewWIvqHfKtJDk8c8tq,562640,4
674,Land Shark,spotify:track:3d8nDlRSR3KGUAbAFPKee1,3,2008-01-01,0.566,0.746,0,-6.882,1,0.139,0.376,0.109,0.05,0.959,101.454,3d8nDlRSR3KGUAbAFPKee1,239053,4
675,Yo Yo Section,spotify:track:2ZXSMZFkGPeLfn9EiUeeQg,2,2008-01-01,0.552,0.927,0,-6.749,1,0.0981,0.00263,0.814,0.0423,0.868,170.392,2ZXSMZFkGPeLfn9EiUeeQg,273987,4
676,Sweet Georgia Brown,spotify:track:1QgZXN6Hbdeskw81oDClJr,11,2001-05-24,0.701,0.679,0,-7.121,0,0.0423,0.953,0.642,0.0982,0.971,133.441,1QgZXN6Hbdeskw81oDClJr,182133,4
677,Sandu,spotify:track:6OYVeWlKICv4I70RM1yHUC,0,1989-06-20,0.686,0.439,8,-9.304,1,0.0546,0.651,0.167,0.102,0.529,136.452,6OYVeWlKICv4I70RM1yHUC,297040,4
678,Jordu,spotify:track:4eq1iqJQzdx7cIz9pgDZQx,0,2000-01-01,0.554,0.327,7,-15.355,0,0.0456,0.651,0.0899,0.37,0.506,137.44,4eq1iqJQzdx7cIz9pgDZQx,470333,4
679,Joy Spring,spotify:track:6hh4aPNeuGDjOFnKaM5h7W,0,2000-01-01,0.665,0.329,5,-12.529,0,0.0601,0.712,0.775,0.108,0.715,81.645,6hh4aPNeuGDjOFnKaM5h7W,410667,4
680,Daahoud,spotify:track:2s1H8IG0ajYEduKsHip7RB,0,2000-01-01,0.514,0.65,8,-12.047,1,0.0339,0.542,0.0898,0.0299,0.715,120.482,2s1H8IG0ajYEduKsHip7RB,245400,4
681,"Groovin' Hard - Live At The Tropicana, Las Vegas, NV/1970",spotify:track:2fy79x3d2o7e03OuEtT8Hx,37,1997-01-01,0.423,0.615,5,-8.78,0,0.0392,0.506,0.25,0.815,0.611,138.39,2fy79x3d2o7e03OuEtT8Hx,294840,4
682,Birdland,spotify:track:6i7BrJ729QLUemr0i4rLU2,39,1978,0.481,0.678,7,-9.609,1,0.0323,0.16,0.00324,0.191,0.579,89.224,6i7BrJ729QLUemr0i4rLU2,401966,4
683,"Mercy, Mercy, Mercy",spotify:track:491YP338R9PXOUQSvLzV8C,0,2012,0.615,0.37,10,-20.555,1,0.077,0.666,0.324,0.711,0.752,121.609,491YP338R9PXOUQSvLzV8C,339307,4
684,Sig Ep,spotify:track:6TleSwduuus8wsapyzCoVn,0,2009-04-28,0.758,0.328,10,-9.849,1,0.0401,0.31,0.293,0.0865,0.419,116.153,6TleSwduuus8wsapyzCoVn,293000,4
685,Rhyth Migot,spotify:track:6dTyp3gXQvpAUEf9DcTs7z,0,2009-04-28,0.657,0.594,3,-8.146,1,0.0594,0.177,0.763,0.0742,0.426,115.076,6dTyp3gXQvpAUEf9DcTs7z,589653,4
686,Too Close for Comfort,spotify:track:5FliUSJacJfoXTDjD9UIyL,0,2009-04-28,0.645,0.459,3,-6.563,1,0.0544,0.459,0.0,0.245,0.527,79.172,5FliUSJacJfoXTDjD9UIyL,227067,4
687,High Road,spotify:track:0GkZplZ7YWoQwsGjgqfIFJ,0,2009-04-28,0.465,0.686,2,-8.006,0,0.169,0.455,0.427,0.0987,0.633,180.06,0GkZplZ7YWoQwsGjgqfIFJ,480360,4
688,This Is He,spotify:track:1NiL1X9KzTCXD2jwPMARSS,26,2011-03-08,0.294,0.115,4,-15.035,1,0.0369,0.865,3.25e-06,0.145,0.113,80.01,1NiL1X9KzTCXD2jwPMARSS,275013,4
689,Dancing In The Dark,spotify:track:5DDx7lVobjWfLyvRDtW7BX,45,1958,0.377,0.251,5,-7.503,1,0.036,0.904,0.131,0.0586,0.383,185.445,5DDx7lVobjWfLyvRDtW7BX,247200,3
690,Autumn Leaves,spotify:track:0X5DcGkbxCXSadgj01ZXd7,55,1958,0.535,0.258,7,-9.499,0,0.033,0.768,8.95e-05,0.115,0.281,110.953,0X5DcGkbxCXSadgj01ZXd7,659520,4
691,It Came Upon A Midnight Clear,spotify:track:2fuJO1fDh3y28oyKSusc8P,0,2000,0.565,0.408,5,-13.971,1,0.0419,0.171,0.831,0.0743,0.573,147.16,2fuJO1fDh3y28oyKSusc8P,205267,4
692,Pass It!,spotify:track:5BLpjVpO9QkNzd1Ru6chjG,17,2001,0.643,0.876,9,-6.799,1,0.0606,0.0168,0.756,0.35,0.901,109.794,5BLpjVpO9QkNzd1Ru6chjG,257333,4
693,Greensleeves,spotify:track:4gC95tJcg0TWAz3LJ2dZpN,43,1958-01-01,0.484,0.0474,7,-16.235,1,0.0336,0.96,0.67,0.104,0.139,69.416,4gC95tJcg0TWAz3LJ2dZpN,194000,3
694,The Wexford Carol,spotify:track:3GcX6UQmiTAfyKjEpaeCj4,12,1996-09-17,0.301,0.183,2,-15.14,1,0.0402,0.991,0.881,0.143,0.413,81.224,3GcX6UQmiTAfyKjEpaeCj4,205040,1
695,Cool Yule,spotify:track:4cDQmm2tZjAsPMJNITgzHy,0,1996-01-01,0.564,0.475,7,-13.071,1,0.173,0.815,6.68e-05,0.462,0.7,148.809,4cDQmm2tZjAsPMJNITgzHy,175733,4
696,Silent Night! Holy Night!,spotify:track:4IKoYangqLKKk1ZMbBvrza,3,1996-01-01,0.509,0.207,10,-15.423,1,0.0284,0.844,0.336,0.0758,0.411,88.02,4IKoYangqLKKk1ZMbBvrza,247732,3
697,Let It Snow! Let It Snow! Let It Snow!,spotify:track:2nmrbHOQPUrGHRi3dmpALt,5,1996-01-01,0.46,0.409,5,-10.401,1,0.0374,0.623,0.0104,0.0457,0.644,146.677,2nmrbHOQPUrGHRi3dmpALt,219572,4
698,It Came Upon A Midnight Clear,spotify:track:27eF4pU2eDQ80nSVllZmoc,5,1996-01-01,0.39,0.456,10,-12.256,1,0.0421,0.584,0.114,0.128,0.592,175.745,27eF4pU2eDQ80nSVllZmoc,221799,3
699,Little Drummer Boy,spotify:track:4sVFMFURE9viDLtKTIh4ED,7,1996-01-01,0.668,0.373,2,-12.029,0,0.0555,0.278,0.105,0.0887,0.816,97.889,4sVFMFURE9viDLtKTIh4ED,202972,4
700,Sleigh Ride,spotify:track:7rKWLgSfwDU4IegJ1Ljceh,7,1996-01-01,0.557,0.417,0,-10.028,0,0.0275,0.547,0.0132,0.192,0.698,79.733,7rKWLgSfwDU4IegJ1Ljceh,224426,4
701,Toot Suite: I. Allègre,spotify:track:3fBYp94bUb50KCjC6P8qmj,14,1981,0.592,0.347,9,-17.086,0,0.0335,0.814,0.709,0.152,0.692,112.013,3fBYp94bUb50KCjC6P8qmj,384733,3
702,Vienna,spotify:track:4U45aEWtQhrm8A5mxPaFZ7,79,1977,0.532,0.495,10,-6.662,1,0.0343,0.659,0.0,0.0754,0.308,124.936,4U45aEWtQhrm8A5mxPaFZ7,214240,4
